answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,819ee892d1c67d2a82287e2c0917b7cd,"[{'label': 'A', 'text': 'indicating identity'}, {'label': 'B', 'text': 'magazine article'}, {'label': 'C', 'text': 'safe deposit box'}, {'label': 'D', 'text': 'indicating accomplishment'}, {'label': 'E', 'text': 'library'}]",What could have a title on it which takes up a large percentage of the space?,indicating identity,magazine article,safe deposit box,indicating accomplishment,library,1
A,e6574e66dcc6944f60e6e27efb77004c,"[{'label': 'A', 'text': 'sweating'}, {'label': 'B', 'text': 'exhaustion'}, {'label': 'C', 'text': 'shortness of breath'}, {'label': 'D', 'text': 'tiredness'}, {'label': 'E', 'text': 'searching for oxygen'}]","I get hot when I run, so what am is my body likely to do?",sweating,exhaustion,shortness of breath,tiredness,searching for oxygen,0
A,d140322d89f894f11d96fde926e3cb71,"[{'label': 'A', 'text': 'wallet'}, {'label': 'B', 'text': 'resturant'}, {'label': 'C', 'text': 'envelope'}, {'label': 'D', 'text': 'wakket'}, {'label': 'E', 'text': 'purse'}]",Where do you keep a credit card?,wallet,resturant,envelope,wakket,purse,0
E,9a5fdf51f6f396abd35eac66a5d38f54,"[{'label': 'A', 'text': 'dance'}, {'label': 'B', 'text': 'learning'}, {'label': 'C', 'text': 'profit'}, {'label': 'D', 'text': 'keep time'}, {'label': 'E', 'text': 'enjoyment'}]",Why would someone be listening to music?,dance,learning,profit,keep time,enjoyment,4
D,d7c8377953e0175ef57d59f3a8e63a8e,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'police station'}, {'label': 'C', 'text': 'england'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'town'}]",What place could have one back garden?,city,police station,england,house,town,3
A,59a6da5e7cc379860a2cd1e01d4e8384,"[{'label': 'A', 'text': 'true'}, {'label': 'B', 'text': 'just'}, {'label': 'C', 'text': 'sufficient'}, {'label': 'D', 'text': 'badarse'}, {'label': 'E', 'text': 'prime'}]","The person was bad, but everything he said was what?",true,just,sufficient,badarse,prime,0
A,ab6bf5fd3175498c1f992119511003c4,"[{'label': 'A', 'text': 'helpful'}, {'label': 'B', 'text': 'help one'}, {'label': 'C', 'text': 'prepared'}, {'label': 'D', 'text': 'humanity'}, {'label': 'E', 'text': 'listen'}]",what is a characteristic of one who want to give assistance?,helpful,help one,prepared,humanity,listen,0
A,ca0118cab2b95fb811c3330cc31a681e,"[{'label': 'A', 'text': 'street'}, {'label': 'B', 'text': 'texas'}, {'label': 'C', 'text': 'las vegas'}, {'label': 'D', 'text': 'countryside'}, {'label': 'E', 'text': 'football ground'}]",John saw a billboard every day on his way to work.  The billboard was visible from where?,street,texas,las vegas,countryside,football ground,0
B,a71d5deedb1d9d758a37848954897e58,"[{'label': 'A', 'text': 'settle childrens argument'}, {'label': 'B', 'text': 'marry'}, {'label': 'C', 'text': 'go into seclusion'}, {'label': 'D', 'text': 'drive train'}, {'label': 'E', 'text': 'work'}]",What is an adult in love likely to do ?,settle childrens argument,marry,go into seclusion,drive train,work,1
D,c7b7d9f4b7c1589fa00c3c221746c985,"[{'label': 'A', 'text': 'subway station'}, {'label': 'B', 'text': 'symphony'}, {'label': 'C', 'text': 'stage'}, {'label': 'D', 'text': 'studio'}, {'label': 'E', 'text': 'orchestra'}]",Where can you find a musician that no one is listening to?,subway station,symphony,stage,studio,orchestra,3
E,ba2751cd5867ed61f29a144258506770,"[{'label': 'A', 'text': 'pain'}, {'label': 'B', 'text': 'competition'}, {'label': 'C', 'text': 'puncture wound'}, {'label': 'D', 'text': 'small cuts'}, {'label': 'E', 'text': 'injury'}]",Fencing is a sport and like other sports their is a risk of what?,pain,competition,puncture wound,small cuts,injury,4
A,ffdc97d64ff5e35ede3c577a3a49b94a,"[{'label': 'A', 'text': 'obstruct justice'}, {'label': 'B', 'text': 'tell the truth'}, {'label': 'C', 'text': 'get'}, {'label': 'D', 'text': 'reproduce'}, {'label': 'E', 'text': 'forgive'}]",What will someone do in court for someone they love?,obstruct justice,tell the truth,get,reproduce,forgive,0
D,094ea0c02e961d8542783a619c4e7ab1,"[{'label': 'A', 'text': 'jar'}, {'label': 'B', 'text': 'kitchen'}, {'label': 'C', 'text': 'backpack'}, {'label': 'D', 'text': 'container'}, {'label': 'E', 'text': 'bowl'}]",Something that holds food or other items is called what?,jar,kitchen,backpack,container,bowl,3
E,719a39b9e65771c63ce7ea11c490c669,"[{'label': 'A', 'text': 'surface of earth'}, {'label': 'B', 'text': 'stove'}, {'label': 'C', 'text': 'closet'}, {'label': 'D', 'text': 'most buildings'}, {'label': 'E', 'text': 'desktop'}]",If you have cleaned off dust here it may be difficult to do your homework where?,surface of earth,stove,closet,most buildings,desktop,4
B,236f701cfea4aa6ecbf1f6b7d3d2411b,"[{'label': 'A', 'text': 'palace'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'castle'}, {'label': 'D', 'text': 'bee hive'}, {'label': 'E', 'text': 'monarchy'}]",What is a place that has a queen who is not an insect?,palace,england,castle,bee hive,monarchy,1
E,10967ce725a2c613b43a88d39b165ea5,"[{'label': 'A', 'text': 'school or ymca'}, {'label': 'B', 'text': 'high school'}, {'label': 'C', 'text': 'stadium'}, {'label': 'D', 'text': 'spa'}, {'label': 'E', 'text': 'college campus'}]","The fraternity preferred working out at the gymnasium, where was this located?",school or ymca,high school,stadium,spa,college campus,4
E,12da6d9e8fd4da292e72cd6cc6d18959,"[{'label': 'A', 'text': 'time'}, {'label': 'B', 'text': 'socks'}, {'label': 'C', 'text': 'getting wet'}, {'label': 'D', 'text': 'singing'}, {'label': 'E', 'text': 'watch tv'}]","Washing clothes at the laundromat was time consuming, most people waited and would do what?",time,socks,getting wet,singing,watch tv,4
B,a0ad7d7d0d013dc7858e1b8f652ea5df,"[{'label': 'A', 'text': 'have fun'}, {'label': 'B', 'text': 'boredom'}, {'label': 'C', 'text': 'impatience'}, {'label': 'D', 'text': 'wisdom'}, {'label': 'E', 'text': 'giving birth to frogs'}]","What can sitting in a room, waiting for an appointment lead to?",have fun,boredom,impatience,wisdom,giving birth to frogs,1
E,fbcab8ad2e4e5b7d4d7e57c642aadeac,"[{'label': 'A', 'text': 'scales'}, {'label': 'B', 'text': 'gills'}, {'label': 'C', 'text': 'bones'}, {'label': 'D', 'text': ""they're stupid""}, {'label': 'E', 'text': 'no legs'}]","Fish have fins to move underwater, but can't walk because what?",scales,gills,bones,they're stupid,no legs,4
A,a14f9b20745fe43422438698c88f89d7,"[{'label': 'A', 'text': 'lap'}, {'label': 'B', 'text': 'alley'}, {'label': 'C', 'text': 'pet shop'}, {'label': 'D', 'text': 'dog pound'}, {'label': 'E', 'text': 'home'}]",A tabby cat might be found laying where?,lap,alley,pet shop,dog pound,home,0
E,4632121910a2ddcf487aa9a7fb60f8dc,"[{'label': 'A', 'text': 'creek bed'}, {'label': 'B', 'text': 'driveway'}, {'label': 'C', 'text': 'river bed'}, {'label': 'D', 'text': 'gravel'}, {'label': 'E', 'text': 'gallbladder'}]","It turned out it wasn't a kidney stone, what might it have been a stone in?",creek bed,driveway,river bed,gravel,gallbladder,4
A,0e2b7ba27d5048080dacc4ab7d1fe2d0,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'park'}, {'label': 'C', 'text': 'apartment complex'}, {'label': 'D', 'text': 'people'}, {'label': 'E', 'text': 'city'}]","The parking lot was only full during the day, where was it located?",amusement park,park,apartment complex,people,city,0
B,1bc0db28d880c18747659b8931ce4141,"[{'label': 'A', 'text': 'garage'}, {'label': 'B', 'text': 'in europe'}, {'label': 'C', 'text': 'movies'}, {'label': 'D', 'text': 'bus'}, {'label': 'E', 'text': 'paris'}]",What kind of tour is someone likely to see the eiffel tower on?,garage,in europe,movies,bus,paris,1
B,072105977e07e5115215e60069548aea,"[{'label': 'A', 'text': 'vehicle'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'business district'}, {'label': 'E', 'text': 'car'}]",Bailey couldn't find a place to leave his vehicle because he couldn't find a parking lot anywhere.  It was a very small what?,vehicle,town,city,business district,car,1
B,499a2ad710737a02082c5335df802abe,"[{'label': 'A', 'text': 'aircraft'}, {'label': 'B', 'text': 'airport'}, {'label': 'C', 'text': 'aeroplane'}, {'label': 'D', 'text': 'on you lap'}, {'label': 'E', 'text': 'airplane'}]",Where do you bring your flight bag?,aircraft,airport,aeroplane,on you lap,airplane,1
E,53f91e5d1c60d99c934f912caec72fbb,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'nausea'}, {'label': 'C', 'text': 'choking'}, {'label': 'D', 'text': 'satisfaction'}, {'label': 'E', 'text': 'enjoy'}]",Sarah was eating a hamburger.  She seemed to be okay.  She looked like she was doing what?,death,nausea,choking,satisfaction,enjoy,4
C,01d1509aaa9868e64761d09fd30da6d9,"[{'label': 'A', 'text': 'field'}, {'label': 'B', 'text': 'sag'}, {'label': 'C', 'text': 'leak'}, {'label': 'D', 'text': 'building'}, {'label': 'E', 'text': 'metaphor'}]",The ceiling was soggy.  This suggested that the roof had what?,field,sag,leak,building,metaphor,2
C,015a071d30083bc577582aa5bdda4a29,"[{'label': 'A', 'text': 'practice'}, {'label': 'B', 'text': 'idle time'}, {'label': 'C', 'text': 'knowledge of music'}, {'label': 'D', 'text': 'conductor'}, {'label': 'E', 'text': 'dexterity'}]","If you are fiddling through a music book when you should be playing, you probably dont have?",practice,idle time,knowledge of music,conductor,dexterity,2
A,d94d84ab938bf64f453de3340919521b,"[{'label': 'A', 'text': 'become educated'}, {'label': 'B', 'text': 'loss of interest'}, {'label': 'C', 'text': 'excitement'}, {'label': 'D', 'text': 'experiment'}, {'label': 'E', 'text': 'accidents'}]",When someone is learning about science what happens to them?,become educated,loss of interest,excitement,experiment,accidents,0
B,c6f92c163d77d7082aa4379fd5cbf521,"[{'label': 'A', 'text': '(this question makes no sense)'}, {'label': 'B', 'text': 'fire'}, {'label': 'C', 'text': 'underground'}, {'label': 'D', 'text': 'fluid'}, {'label': 'E', 'text': 'stocking'}]",What do use coal to light?,(this question makes no sense),fire,underground,fluid,stocking,1
D,253e48611b435676f3baf83b9eaa158c,"[{'label': 'A', 'text': 'tickets'}, {'label': 'B', 'text': 'polite'}, {'label': 'C', 'text': 'money from bank'}, {'label': 'D', 'text': 'wait turn'}, {'label': 'E', 'text': 'circus act'}]",Why was the line formed outside of the hot-dog stand?,tickets,polite,money from bank,wait turn,circus act,3
A,abf13f045f73f2a3b3b31377568b0014,"[{'label': 'A', 'text': 'maritime museum'}, {'label': 'B', 'text': 'pool hall'}, {'label': 'C', 'text': 'deep ocean'}, {'label': 'D', 'text': ""pope's office""}, {'label': 'E', 'text': 'great outdoors'}]","If shark is stuffed and preserved,where might it be displayed?",maritime museum,pool hall,deep ocean,pope's office,great outdoors,0
C,b833297900f6199c89bb297e5bf1f330,"[{'label': 'A', 'text': 'soccer'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'use'}, {'label': 'D', 'text': 'los angeles'}, {'label': 'E', 'text': 'sports arena'}]",What is the purpose of a basketball court?,soccer,city,use,los angeles,sports arena,2
A,d822ec93ff657781409bd789d3b341d4,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'vacant stores'}, {'label': 'C', 'text': 'suburban town'}, {'label': 'D', 'text': 'the desert'}, {'label': 'E', 'text': 'suburbs'}]","James wanted to build a new strip mall, but he wanted a lot of traffic.  He decided to build it in a high density residential area.  Where might he build it?",city,vacant stores,suburban town,the desert,suburbs,0
D,7f936b21f767cf84ded6a10a5631973d,"[{'label': 'A', 'text': 'fill with tears'}, {'label': 'B', 'text': 'dry out'}, {'label': 'C', 'text': 'burning'}, {'label': 'D', 'text': 'see work'}, {'label': 'E', 'text': 'glass over'}]","If you're a construction foreman and your job is to supervise others, what would your eyes been doing all day?",fill with tears,dry out,burning,see work,glass over,3
C,8c878617c25369474d0543c5f9a3dcb1,"[{'label': 'A', 'text': 'roof'}, {'label': 'B', 'text': 'reptile farm'}, {'label': 'C', 'text': 'sewers'}, {'label': 'D', 'text': 'laboratory'}, {'label': 'E', 'text': 'cellar'}]",Where are rats that live with turtles likely to be?,roof,reptile farm,sewers,laboratory,cellar,2
D,f8541540ff52e2a9ff2b8fc28b937b82,"[{'label': 'A', 'text': 'punishment'}, {'label': 'B', 'text': 'recognizes their true oppressors'}, {'label': 'C', 'text': 'death of'}, {'label': 'D', 'text': 'dies'}, {'label': 'E', 'text': 'going to jail'}]","In a war, the killing ends when every person does what?",punishment,recognizes their true oppressors,death of,dies,going to jail,3
D,894c5b48fb5758769df32a9b0ea715dd,"[{'label': 'A', 'text': 'got injured'}, {'label': 'B', 'text': 'anger pacifists'}, {'label': 'C', 'text': 'hockey game'}, {'label': 'D', 'text': 'being done against'}, {'label': 'E', 'text': 'war'}]",James loved violence and used it all the time.  But he changed his tune when it was him that it was what?,got injured,anger pacifists,hockey game,being done against,war,3
A,ab7219bbe84bf42d6869a1e92a509f8e,"[{'label': 'A', 'text': 'fall down'}, {'label': 'B', 'text': 'dribbling'}, {'label': 'C', 'text': 'make baskets'}, {'label': 'D', 'text': 'hurt yourself'}, {'label': 'E', 'text': 'sweat'}]",What happens if you trip while playing basketball?,fall down,dribbling,make baskets,hurt yourself,sweat,0
E,bb5954fa264f657938100e3793d496f9,"[{'label': 'A', 'text': 'relaxation'}, {'label': 'B', 'text': 'headache'}, {'label': 'C', 'text': 'relaxing'}, {'label': 'D', 'text': 'action'}, {'label': 'E', 'text': 'deciding'}]","He was contemplating a choice, what was he doing the following day?",relaxation,headache,relaxing,action,deciding,4
A,59905f24a7eefd94844c64a2b5a5a25d,"[{'label': 'A', 'text': 'cool off'}, {'label': 'B', 'text': 'swim'}, {'label': 'C', 'text': 'eat ice cream'}, {'label': 'D', 'text': 'build a snowman'}, {'label': 'E', 'text': 'cut hair'}]","The hot weather gave me a heatstroke, what did I need to do immediately to stay alive?",cool off,swim,eat ice cream,build a snowman,cut hair,0
E,73f3f34462fc60d229b194580e7d1744,"[{'label': 'A', 'text': 'set table'}, {'label': 'B', 'text': 'think'}, {'label': 'C', 'text': 'read books'}, {'label': 'D', 'text': 'not speak'}, {'label': 'E', 'text': 'lie'}]",Most people won't always say what they mean.   They're twisty like that.  They want to avoid conflict. You have to use your brain if you want to understand.    What do most people due sometimes?,set table,think,read books,not speak,lie,4
E,0208fde550d69434d2ea2f151d9fed42,"[{'label': 'A', 'text': 'throw things'}, {'label': 'B', 'text': 'play games'}, {'label': 'C', 'text': 'say the alphabet'}, {'label': 'D', 'text': 'hear stories'}, {'label': 'E', 'text': 'play with toys'}]",What do children like to do in the car?,throw things,play games,say the alphabet,hear stories,play with toys,4
E,5d2f37e69e1ba6a4dce4645907dc5bd2,"[{'label': 'A', 'text': 'millpond'}, {'label': 'B', 'text': 'lake or river'}, {'label': 'C', 'text': 'helm of ship'}, {'label': 'D', 'text': 'ontario'}, {'label': 'E', 'text': 'strip club'}]",Where is a beaver unlikely to be found?,millpond,lake or river,helm of ship,ontario,strip club,4
B,d4d68580797d99bf7db3efd1d17b0ae7,"[{'label': 'A', 'text': 'enema'}, {'label': 'B', 'text': 'thunderstorm'}, {'label': 'C', 'text': 'lake'}, {'label': 'D', 'text': 'restaurant'}, {'label': 'E', 'text': 'ocean'}]",What causes water to come out of the sky?,enema,thunderstorm,lake,restaurant,ocean,1
E,1a3ce0396be250fc4a149b830b8fe185,"[{'label': 'A', 'text': 'go downtown'}, {'label': 'B', 'text': 'roll over'}, {'label': 'C', 'text': 'bottom out'}, {'label': 'D', 'text': 'scream'}, {'label': 'E', 'text': 'appear suddenly'}]","I was shopping at a car dealership, what did a salesman do?",go downtown,roll over,bottom out,scream,appear suddenly,4
B,9c20e5df59d7bedffa6ca6198988545f,"[{'label': 'A', 'text': 'thunderstorm'}, {'label': 'B', 'text': 'enema'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'surface of earth'}, {'label': 'E', 'text': 'glass of water'}]",What shoots water up someones butt?,thunderstorm,enema,restaurant,surface of earth,glass of water,1
A,e3b05b99436effba6ae8badb4639e14c,"[{'label': 'A', 'text': 'florida'}, {'label': 'B', 'text': 'sink'}, {'label': 'C', 'text': 'fountain'}, {'label': 'D', 'text': 'beach'}, {'label': 'E', 'text': 'basement'}]",A water spout was seen in the ocean off the coast of what?,florida,sink,fountain,beach,basement,0
D,ab4957de3985dcdb0bb0a12266b03727,"[{'label': 'A', 'text': 'cabinet'}, {'label': 'B', 'text': 'pantry'}, {'label': 'C', 'text': 'EMPTY, DO NOT CHOOSE'}, {'label': 'D', 'text': 'grocery store'}, {'label': 'E', 'text': 'waste bin'}]","The family ran out of paper towels, where did they go to buy some more?",cabinet,pantry,"EMPTY, DO NOT CHOOSE",grocery store,waste bin,3
A,04254f570faad7792814e0f8fa04608a,"[{'label': 'A', 'text': 'shovelling'}, {'label': 'B', 'text': 'christmas'}, {'label': 'C', 'text': 'avalanches'}, {'label': 'D', 'text': 'ice storm'}, {'label': 'E', 'text': 'blizzard'}]",What must be done to a driveway filled with snow?,shovelling,christmas,avalanches,ice storm,blizzard,0
