answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
D,9442cc92318a1ef3864fc72662323eeb,"[{'label': 'A', 'text': 'say goodbye'}, {'label': 'B', 'text': 'listen to radio'}, {'label': 'C', 'text': 'thank god'}, {'label': 'D', 'text': 'open letter'}, {'label': 'E', 'text': 'watch television'}]","If a person wants to publicly express themselves, what can they write?",say goodbye,listen to radio,thank god,open letter,watch television,3
D,703899ad940402e7c9a1b8dbed2ad78d,"[{'label': 'A', 'text': 'circus'}, {'label': 'B', 'text': 'parade'}, {'label': 'C', 'text': 'flower shop'}, {'label': 'D', 'text': 'toy store'}, {'label': 'E', 'text': 'playground'}]","There were countless items there a kid would love, but all he wanted was the toy balloon at the what?",circus,parade,flower shop,toy store,playground,3
E,c0239b924440530bcbd8505e0c8cd6ea,"[{'label': 'A', 'text': 'feeling of accomplishment'}, {'label': 'B', 'text': 'pride'}, {'label': 'C', 'text': 'gratification'}, {'label': 'D', 'text': 'gamble'}, {'label': 'E', 'text': 'celebrate'}]",When an inventory gets to see idea become reality they will gather their friends together to what?,feeling of accomplishment,pride,gratification,gamble,celebrate,4
A,ecc4f828fb60917f09fed1a59d0e6b51,"[{'label': 'A', 'text': 'news article'}, {'label': 'B', 'text': 'very heavy'}, {'label': 'C', 'text': 'store'}, {'label': 'D', 'text': 'lead pencil'}, {'label': 'E', 'text': 'card game'}]",What does a lead for a journalist lead to?,news article,very heavy,store,lead pencil,card game,0
E,84d5408fb6d27bdd6c66878511da2ea0,"[{'label': 'A', 'text': 'fall season'}, {'label': 'B', 'text': 'roof'}, {'label': 'C', 'text': 'tree'}, {'label': 'D', 'text': 'ground'}, {'label': 'E', 'text': 'forest'}]",Sally loved the color of fallen leaves in autumn. She often took long walks in September.  Where might she walk?,fall season,roof,tree,ground,forest,4
E,ab94e8fce91b35520878f89920d4c7a6,"[{'label': 'A', 'text': 'construction site'}, {'label': 'B', 'text': 'fieldhouse'}, {'label': 'C', 'text': 'new york city'}, {'label': 'D', 'text': 'stadium'}, {'label': 'E', 'text': 'theater'}]",Where might a catwalk be quiet?,construction site,fieldhouse,new york city,stadium,theater,4
E,342070674554787b549b54d2384f349d,"[{'label': 'A', 'text': 'plant flowers'}, {'label': 'B', 'text': 'gain respect'}, {'label': 'C', 'text': 'cross street'}, {'label': 'D', 'text': 'wish really hard'}, {'label': 'E', 'text': 'fish lake'}]","A person wanted a seafood dinner, so what did he decide to do?",plant flowers,gain respect,cross street,wish really hard,fish lake,4
C,3b27601a2c736dbe10fdbbfd3f67dd91,"[{'label': 'A', 'text': 'great britain'}, {'label': 'B', 'text': 'redwall'}, {'label': 'C', 'text': 'comic book'}, {'label': 'D', 'text': 'north carolina'}, {'label': 'E', 'text': 'out of doors'}]",Where can you learn about a ferret with special abilities far beyond normal ferrets?,great britain,redwall,comic book,north carolina,out of doors,2
E,6bc4d36936658232f256c16dd5c4c9b5,"[{'label': 'A', 'text': 'very much'}, {'label': 'B', 'text': 'make bread'}, {'label': 'C', 'text': 'eat vegetables'}, {'label': 'D', 'text': 'eat quickly'}, {'label': 'E', 'text': 'have food'}]","I am hungry, what would be a way to alleviate this?",very much,make bread,eat vegetables,eat quickly,have food,4
B,03b8a381a67906321c67f968b47b40af,"[{'label': 'A', 'text': 'fun'}, {'label': 'B', 'text': 'try to win'}, {'label': 'C', 'text': 'learn'}, {'label': 'D', 'text': 'dance'}, {'label': 'E', 'text': 'keep score'}]",What does one do when they play games?,fun,try to win,learn,dance,keep score,1
E,91e0aa69126bc6eadbae8555e39d8577,"[{'label': 'A', 'text': 'stagnant'}, {'label': 'B', 'text': 'concretely'}, {'label': 'C', 'text': 'remain stable'}, {'label': 'D', 'text': 'constant'}, {'label': 'E', 'text': 'permanent'}]",The fat man wanted to make a change in his life and make sure it stayed what?,stagnant,concretely,remain stable,constant,permanent,4
D,72605fb21b4f3bca1edb54da86432c3e,"[{'label': 'A', 'text': 'fear'}, {'label': 'B', 'text': 'running'}, {'label': 'C', 'text': 'stiffness'}, {'label': 'D', 'text': 'movement'}, {'label': 'E', 'text': 'bouncing'}]",What does hitting the side of a horse cause?,fear,running,stiffness,movement,bouncing,3
B,f9542c9fd143823feb841797959b0286,"[{'label': 'A', 'text': 'eye contact'}, {'label': 'B', 'text': 'social life'}, {'label': 'C', 'text': 'get tired of'}, {'label': 'D', 'text': 'talking'}, {'label': 'E', 'text': 'friendship'}]",If you're going out often and talking to a lot of people you have an active what?,eye contact,social life,get tired of,talking,friendship,1
D,30746e60f59e7c36b60a87ec2a3a0494,"[{'label': 'A', 'text': 'inside'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'school'}, {'label': 'D', 'text': 'downtown'}, {'label': 'E', 'text': 'college'}]",Where could you find a library that people of any age can visit?,inside,house,school,downtown,college,3
A,5ea1c9129d3195720e3ad8ff334f6479,"[{'label': 'A', 'text': 'arthritis'}, {'label': 'B', 'text': 'making music'}, {'label': 'C', 'text': 'singing'}, {'label': 'D', 'text': 'listening to music'}, {'label': 'E', 'text': 'making sound'}]",What happens to a persons hands after years of playing guitar?,arthritis,making music,singing,listening to music,making sound,0
C,2010316c5f543710227fda61dd4bfb45,"[{'label': 'A', 'text': 'catch cold'}, {'label': 'B', 'text': 'diluted'}, {'label': 'C', 'text': 'feeling cold'}, {'label': 'D', 'text': 'skin rash'}, {'label': 'E', 'text': 'melting'}]",What could happen to you after getting wet?,catch cold,diluted,feeling cold,skin rash,melting,2
C,330cf977078505f74ae761abd09c772c,"[{'label': 'A', 'text': 'store'}, {'label': 'B', 'text': 'books'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'candle'}, {'label': 'E', 'text': 'sky'}]",Where could you find an artificial light source?,store,books,house,candle,sky,2
B,d0a7cd20fb38f1aef4fb5ec4a207df86,"[{'label': 'A', 'text': 'freedom of expression'}, {'label': 'B', 'text': 'freedom of information'}, {'label': 'C', 'text': 'information'}, {'label': 'D', 'text': 'acknowledgment'}, {'label': 'E', 'text': 'food and water'}]","The person was frustrated when she couldn't find what she was looking for online, what did she desire?",freedom of expression,freedom of information,information,acknowledgment,food and water,1
D,1c1b8dbab7b9809c766cb714cff44feb,"[{'label': 'A', 'text': 'cell phone'}, {'label': 'B', 'text': 'play'}, {'label': 'C', 'text': 'opera'}, {'label': 'D', 'text': 'television'}, {'label': 'E', 'text': 'movies'}]","If an actor is said to be on the ""small screen"" where would you see them perform?",cell phone,play,opera,television,movies,3
A,38803891b0daa4025b532e33fa99f5fd,"[{'label': 'A', 'text': 'lark'}, {'label': 'B', 'text': 'rooster'}, {'label': 'C', 'text': 'morning person'}, {'label': 'D', 'text': 'early riser'}, {'label': 'E', 'text': 'early bird'}]",A night owl is what you'd head at sunset and you'd hear a what at sunrise?,lark,rooster,morning person,early riser,early bird,0
E,c16c56932d265aca5c5ae754f0d40190,"[{'label': 'A', 'text': 'chicken coop'}, {'label': 'B', 'text': 'imagination'}, {'label': 'C', 'text': ""children's story""}, {'label': 'D', 'text': 'corn fields'}, {'label': 'E', 'text': 'animated film'}]",Where could you see a moving weasel that is not real?,chicken coop,imagination,children's story,corn fields,animated film,4
D,64755b30d75330cefcaf0f4e67be8c16,"[{'label': 'A', 'text': 'theatre'}, {'label': 'B', 'text': 'concert hall'}, {'label': 'C', 'text': 'arena'}, {'label': 'D', 'text': 'presentation'}, {'label': 'E', 'text': 'show'}]",The audience listened raptly.  They learned much from this.  What did the audience watch?,theatre,concert hall,arena,presentation,show,3
E,159d89d2a3ef295e6425bee20ab0122f,"[{'label': 'A', 'text': 'rest'}, {'label': 'B', 'text': 'sit down'}, {'label': 'C', 'text': 'run longer'}, {'label': 'D', 'text': 'tiredness'}, {'label': 'E', 'text': 'tie shoelace'}]","His running escape didn't last long once he tripped, perhaps he should've thought to what?",rest,sit down,run longer,tiredness,tie shoelace,4
D,a8f8c4ec19e84d80f0887a21cbcd2a4c,"[{'label': 'A', 'text': 'somber'}, {'label': 'B', 'text': 'solemn'}, {'label': 'C', 'text': 'sad'}, {'label': 'D', 'text': 'serious'}, {'label': 'E', 'text': 'straightforward'}]",When someone isn't ridiculous at all they are what?,somber,solemn,sad,serious,straightforward,3
D,2749e86ba72db64e40df6653afd81d70,"[{'label': 'A', 'text': 'china'}, {'label': 'B', 'text': 'istanbul'}, {'label': 'C', 'text': 'festival'}, {'label': 'D', 'text': 'india'}, {'label': 'E', 'text': 'arabia'}]",Where can one attend a famous bazaar?,china,istanbul,festival,india,arabia,3
C,cf2b17ceaa67d2a74ffb1ed37c9d649f,"[{'label': 'A', 'text': 'canada'}, {'label': 'B', 'text': 'cemetary'}, {'label': 'C', 'text': 'in kentucky'}, {'label': 'D', 'text': 'engraving'}, {'label': 'E', 'text': 'new hampshire'}]","If I want a high quality horse, where should I look?",canada,cemetary,in kentucky,engraving,new hampshire,2
C,d4e151531c006e896d5d360166f88d4c,"[{'label': 'A', 'text': 'snowstorm'}, {'label': 'B', 'text': 'winter'}, {'label': 'C', 'text': 'air'}, {'label': 'D', 'text': 'december'}, {'label': 'E', 'text': 'land'}]","Nobody likes a pile of them in the driveway, but a snowflake sure looks peaceful in the what?",snowstorm,winter,air,december,land,2
D,626edc70e2e4824b985029dd52db0f9a,"[{'label': 'A', 'text': 'hallway'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'apartment'}, {'label': 'D', 'text': 'classroom'}, {'label': 'E', 'text': 'demonstration'}]",Where would you find a computer near very young people learning?,hallway,house,apartment,classroom,demonstration,3
B,0b13daf5351a36900d0f6fdc29be105f,"[{'label': 'A', 'text': 'effectiveness'}, {'label': 'B', 'text': 'distress'}, {'label': 'C', 'text': 'education'}, {'label': 'D', 'text': 'a stupid'}, {'label': 'E', 'text': 'intelligence'}]",What might the inability to learn cause?,effectiveness,distress,education,a stupid,intelligence,1
C,33c420c0fd3ecef3383fbb60c405d91f,"[{'label': 'A', 'text': 'slow down'}, {'label': 'B', 'text': 'carry people'}, {'label': 'C', 'text': 'speed up'}, {'label': 'D', 'text': 'crash'}, {'label': 'E', 'text': 'stop'}]",What do airplanes do as they are beginning to take off?,slow down,carry people,speed up,crash,stop,2
D,e776bd7d4388d1e0498c7180bf0703e2,"[{'label': 'A', 'text': 'country'}, {'label': 'B', 'text': 'pack'}, {'label': 'C', 'text': 'micromanagement'}, {'label': 'D', 'text': 'organization'}, {'label': 'E', 'text': 'army'}]",What is a business leader likely to be in charge of?,country,pack,micromanagement,organization,army,3
E,4ef3d70648ee3cea028bc5ed0fdfda28,"[{'label': 'A', 'text': 'hungry'}, {'label': 'B', 'text': 'mess'}, {'label': 'C', 'text': 'indigestion'}, {'label': 'D', 'text': 'spills'}, {'label': 'E', 'text': 'feel guilty'}]",Eating breakfast in bed while seeing a homeless person shivering outside your window may cause you to what?,hungry,mess,indigestion,spills,feel guilty,4
A,4940cfa669ed367ebdb9c4143cf5d60e,"[{'label': 'A', 'text': 'eat'}, {'label': 'B', 'text': 'dry hands'}, {'label': 'C', 'text': 'wash hands'}, {'label': 'D', 'text': 'flush toilet'}, {'label': 'E', 'text': 'zip pants'}]","After I urinate and flush the toilet and wash my hands, what should I do next?",eat,dry hands,wash hands,flush toilet,zip pants,0
E,a4b4242fab25e86a9d7ffedcaecdcdbe,"[{'label': 'A', 'text': 'bookstore'}, {'label': 'B', 'text': 'library'}, {'label': 'C', 'text': 'mail box'}, {'label': 'D', 'text': 'health department'}, {'label': 'E', 'text': 'drawer'}]",Where is a good place to store pamphlets in your home or office?,bookstore,library,mail box,health department,drawer,4
A,6f25422c39d684309ac5180c8ff75bda,"[{'label': 'A', 'text': 'laboratory'}, {'label': 'B', 'text': 'photograph'}, {'label': 'C', 'text': 'backyard'}, {'label': 'D', 'text': 'movies'}, {'label': 'E', 'text': 'dog pound'}]","If you want to find a small dog, perhaps wearing a white coat, where might it be?",laboratory,photograph,backyard,movies,dog pound,0
D,8e4cc2c48afb03f1d7eb878b9c59ec19,"[{'label': 'A', 'text': 'contempt'}, {'label': 'B', 'text': 'stereotype'}, {'label': 'C', 'text': 'blasphemy'}, {'label': 'D', 'text': 'profanity'}, {'label': 'E', 'text': 'EMPTY, DO NOT CHOOSE'}]","Clergy hated the TV show for it's lack of reverence toward language, what else did they likely accuse it of?",contempt,stereotype,blasphemy,profanity,"EMPTY, DO NOT CHOOSE",3
B,164f12b9b6207767703c4328b463afe6_1,"[{'label': 'A', 'text': 'outerspace'}, {'label': 'B', 'text': 'spaceship'}, {'label': 'C', 'text': 'orbit'}, {'label': 'D', 'text': 'outerspace'}, {'label': 'E', 'text': 'space shuttle'}]","Not all astronauts are pilots, but as a pilot is to aircraft an astronaut is to what?",outerspace,spaceship,orbit,outerspace,space shuttle,1
C,14beecdd1240d0d666c8f291b51f1f21,"[{'label': 'A', 'text': 'alien intelligence'}, {'label': 'B', 'text': 'creativity'}, {'label': 'C', 'text': 'imagining'}, {'label': 'D', 'text': 'making up story'}, {'label': 'E', 'text': 'acting skills'}]","The child was pretending he was in space, regular items were parts of his spaceship thanks to his what?",alien intelligence,creativity,imagining,making up story,acting skills,2
E,afaeda3da1a3a4ea1979e92e5707eda0,"[{'label': 'A', 'text': 'boredom'}, {'label': 'B', 'text': 'more'}, {'label': 'C', 'text': 'asthma'}, {'label': 'D', 'text': 'headache'}, {'label': 'E', 'text': 'arguments'}]","Randy was not doing housework.   His wife was raising two children, and this only increased her workload. It put her under a lot of stress.  What might this lead to?",boredom,more,asthma,headache,arguments,4
E,cac720ed5f7a56ce8200d5174486a9fb,"[{'label': 'A', 'text': 'kitchen drawer'}, {'label': 'B', 'text': 'pocket'}, {'label': 'C', 'text': 'board'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'fishing boat'}]",People use a knife to clean their catch on what vessel?,kitchen drawer,pocket,board,table,fishing boat,4
A,04e8ef4703e7585ea197c65b6c8c1f26,"[{'label': 'A', 'text': 'beach'}, {'label': 'B', 'text': 'ocean'}, {'label': 'C', 'text': 'sand'}, {'label': 'D', 'text': 'sea'}, {'label': 'E', 'text': 'drift'}]",Where is driftwood usually found in large quantities?,beach,ocean,sand,sea,drift,0
B,d32be3cf3fe1b701118331921d31b0f4,"[{'label': 'A', 'text': 'falling asleep'}, {'label': 'B', 'text': 'entertainment'}, {'label': 'C', 'text': 'sleep'}, {'label': 'D', 'text': 'wasted time'}, {'label': 'E', 'text': 'relaxation'}]","The man was watching television in hopes of catching his favorite show, what was he seeking?",falling asleep,entertainment,sleep,wasted time,relaxation,1
E,d37b0c41f083124bf70c80a6c321f2e6,"[{'label': 'A', 'text': 'prohibit'}, {'label': 'B', 'text': 'ban'}, {'label': 'C', 'text': 'give up'}, {'label': 'D', 'text': 'forbid'}, {'label': 'E', 'text': 'dishearten'}]",What is likely to be the feeling of someone who does not feel they have been empowered?,prohibit,ban,give up,forbid,dishearten,4
A,67f240707a5d1354ec99edd13b62c0ea,"[{'label': 'A', 'text': 'hard'}, {'label': 'B', 'text': 'mean'}, {'label': 'C', 'text': 'rough'}, {'label': 'D', 'text': 'fur'}, {'label': 'E', 'text': 'harsh'}]","He was a gentle man, but due to working out, what were his muscles like?",hard,mean,rough,fur,harsh,0
B,7196994c3d6d72dd4c3d198296f085cd,"[{'label': 'A', 'text': 'death'}, {'label': 'B', 'text': 'go to school'}, {'label': 'C', 'text': 'learn'}, {'label': 'D', 'text': 'ask questions'}, {'label': 'E', 'text': 'listen to online lessons'}]",If you have a need for finding information through instruction what should you do?,death,go to school,learn,ask questions,listen to online lessons,1
E,50bb291e85fdb335eec7f4768d241700,"[{'label': 'A', 'text': 'walls'}, {'label': 'B', 'text': 'foundation'}, {'label': 'C', 'text': 'very large'}, {'label': 'D', 'text': 'park'}, {'label': 'E', 'text': 'pornography'}]","The realtor had a hard time selling the houses, he always had to explain that the former tenant used to shoot what in them?",walls,foundation,very large,park,pornography,4
B,02fa32c2830810e25f1d0a88e0438649,"[{'label': 'A', 'text': 'golf bag'}, {'label': 'B', 'text': 'brassiere'}, {'label': 'C', 'text': 'brace'}, {'label': 'D', 'text': 'chemise'}, {'label': 'E', 'text': 'strapline'}]",She needed help from a friend to over tighten the strap on her fancy what?,golf bag,brassiere,brace,chemise,strapline,1
B,123abb29c3eabce97512c706df944895,"[{'label': 'A', 'text': 'barrel'}, {'label': 'B', 'text': 'captivity'}, {'label': 'C', 'text': 'thailand'}, {'label': 'D', 'text': 'new mexico'}, {'label': 'E', 'text': 'south africa'}]",In what state of being are you most likely to see a monkey?,barrel,captivity,thailand,new mexico,south africa,1
A,5d721d7ed9a97df3fa1003489e76eff4,"[{'label': 'A', 'text': 'pain'}, {'label': 'B', 'text': 'carpal tunnel syndrome'}, {'label': 'C', 'text': 'letter'}, {'label': 'D', 'text': 'thirst'}, {'label': 'E', 'text': 'printed word'}]","If you're typing for a long time, what's a sign you should take a break?",pain,carpal tunnel syndrome,letter,thirst,printed word,0
